iter_b,zero_prob_b,one_prob_b
5163,0.05,0.95
5164,0.05,0.95
5165,0.05,0.95
5166,0.05,0.95
5167,0.05,0.95
5168,0.05,0.95
5169,0.05,0.95
5170,0.05,0.95
5171,0.05,0.95
5172,0.05,0.95
5173,0.05,0.95
5174,0.05,0.95
5175,0.05,0.95
5176,0.05,0.95
5177,0.05,0.95
5178,0.05,0.95
5179,0.05,0.95
5180,0.05,0.95
5181,0.05,0.95
5182,0.05,0.95
5183,0.05,0.95
5184,0.05,0.95
5185,0.05,0.95
5186,0.05,0.95
5187,0.05,0.95
5188,0.05,0.95
5189,0.05,0.95
5190,0.05,0.95
5191,0.05,0.95
5192,0.05,0.95
5193,0.05,0.95
5194,0.05,0.95
5195,0.05,0.95
5196,0.05,0.95
5197,0.05,0.95
5198,0.05,0.95
5199,0.05,0.95
5200,0.05,0.95
5201,0.05,0.95
5202,0.05,0.95
5203,0.05,0.95
5204,0.05,0.95
5205,0.05,0.95
5206,0.05,0.95
5207,0.05,0.95
5208,0.05,0.95
5209,0.05,0.95
5210,0.05,0.95
5211,0.05,0.95
5212,0.05,0.95
5213,0.05,0.95
5214,0.05,0.95
5215,0.05,0.95
5216,0.05,0.95
5217,0.05,0.95
5218,0.05,0.95
5219,0.05,0.95
5220,0.05,0.95
5221,0.05,0.95
5222,0.05,0.95
5223,0.05,0.95
5224,0.05,0.95
5225,0.05,0.95
5226,0.05,0.95
5227,0.05,0.95
5228,0.05,0.95
5229,0.05,0.95
5230,0.05,0.95
5231,0.05,0.95
5232,0.05,0.95
5233,0.05,0.95
5234,0.05,0.95
5235,0.05,0.95
5236,0.05,0.95
5237,0.05,0.95
5238,0.05,0.95
5239,0.05,0.95
5240,0.05,0.95
5241,0.05,0.95
5242,0.05,0.95
5243,0.05,0.95
5244,0.05,0.95
5245,0.05,0.95
5246,0.05,0.95
5247,0.05,0.95
5248,0.05,0.95
5249,0.05,0.95
5250,0.05,0.95
5251,0.05,0.95
5252,0.05,0.95
5253,0.05,0.95
5254,0.05,0.95
5255,0.05,0.95
5256,0.05,0.95
5257,0.05,0.95
5258,0.05,0.95
5259,0.05,0.95
5260,0.05,0.95
5261,0.05,0.95
5262,0.05,0.95
5263,0.05,0.95
5264,0.05,0.95
5265,0.05,0.95
5266,0.05,0.95
5267,0.05,0.95
5268,0.05,0.95
5269,0.05,0.95
5270,0.05,0.95
5271,0.05,0.95
5272,0.05,0.95
5273,0.05,0.95
5274,0.05,0.95
5275,0.05,0.95
5276,0.05,0.95
5277,0.05,0.95
5278,0.05,0.95
5279,0.05,0.95
5280,0.05,0.95
5281,0.05,0.95
5282,0.05,0.95
5283,0.05,0.95
5284,0.05,0.95
5285,0.05,0.95
5286,0.05,0.95
5287,0.05,0.95
5288,0.05,0.95
5289,0.05,0.95
5290,0.05,0.95
5291,0.05,0.95
5292,0.05,0.95
5293,0.05,0.95
5294,0.05,0.95
5295,0.05,0.95
5296,0.05,0.95
5297,0.05,0.95
5298,0.05,0.95
5299,0.05,0.95
5300,0.05,0.95
5301,0.05,0.95
5302,0.05,0.95
5303,0.05,0.95
5304,0.05,0.95
5305,0.05,0.95
5306,0.05,0.95
5307,0.05,0.95
5308,0.05,0.95
5309,0.05,0.95
5310,0.05,0.95
5311,0.05,0.95
5312,0.05,0.95
5313,0.05,0.95
5314,0.05,0.95
5315,0.05,0.95
5316,0.05,0.95
5317,0.05,0.95
5318,0.05,0.95
5319,0.05,0.95
5320,0.05,0.95
5321,0.05,0.95
5322,0.05,0.95
5323,0.05,0.95
5324,0.05,0.95
5325,0.05,0.95
5326,0.05,0.95
5327,0.05,0.95
5328,0.05,0.95
5329,0.05,0.95
5330,0.05,0.95
5331,0.05,0.95
5332,0.05,0.95
5333,0.05,0.95
5334,0.05,0.95
5335,0.05,0.95
5336,0.05,0.95
5337,0.05,0.95
5338,0.05,0.95
5339,0.05,0.95
5340,0.05,0.95
5341,0.05,0.95
5342,0.05,0.95
5343,0.05,0.95
5344,0.05,0.95
5345,0.05,0.95
5346,0.05,0.95
5347,0.05,0.95
5348,0.05,0.95
5349,0.05,0.95
5350,0.05,0.95
5351,0.05,0.95
5352,0.05,0.95
5353,0.05,0.95
5354,0.05,0.95
5355,0.05,0.95
5356,0.05,0.95
5357,0.05,0.95
5358,0.05,0.95
5359,0.05,0.95
5360,0.05,0.95
5361,0.05,0.95
5362,0.05,0.95
5363,0.05,0.95
5364,0.05,0.95
5365,0.05,0.95
5366,0.05,0.95
5367,0.05,0.95
5368,0.05,0.95
5369,0.05,0.95
5370,0.05,0.95
5371,0.05,0.95
5372,0.05,0.95
5373,0.05,0.95
5374,0.05,0.95
5375,0.05,0.95
5376,0.05,0.95
5377,0.05,0.95
5378,0.05,0.95
5379,0.05,0.95
5380,0.05,0.95
5381,0.05,0.95
5382,0.05,0.95
5383,0.05,0.95
5384,0.05,0.95
5385,0.05,0.95
5386,0.05,0.95
5387,0.05,0.95
5388,0.05,0.95
5389,0.05,0.95
5390,0.05,0.95
5391,0.05,0.95
5392,0.05,0.95
5393,0.05,0.95
5394,0.05,0.95
5395,0.05,0.95
5396,0.05,0.95
5397,0.05,0.95
5398,0.05,0.95
5399,0.05,0.95
5400,0.05,0.95
5401,0.05,0.95
5402,0.05,0.95
5403,0.05,0.95
5404,0.05,0.95
5405,0.05,0.95
5406,0.05,0.95
5407,0.05,0.95
5408,0.05,0.95
5409,0.05,0.95
5410,0.05,0.95
5411,0.05,0.95
5412,0.05,0.95
5413,0.05,0.95
5414,0.05,0.95
5415,0.05,0.95
5416,0.05,0.95
5417,0.05,0.95
5418,0.05,0.95
5419,0.05,0.95
5420,0.05,0.95
5421,0.05,0.95
5422,0.05,0.95
5423,0.05,0.95
5424,0.05,0.95
5425,0.05,0.95
5426,0.05,0.95
5427,0.05,0.95
5428,0.05,0.95
5429,0.05,0.95
5430,0.05,0.95
5431,0.05,0.95
5432,0.05,0.95
5433,0.05,0.95
5434,0.05,0.95
5435,0.05,0.95
5436,0.05,0.95
5437,0.05,0.95
5438,0.05,0.95
5439,0.05,0.95
5440,0.05,0.95
5441,0.05,0.95
5442,0.05,0.95
5443,0.05,0.95
5444,0.05,0.95
5445,0.05,0.95
5446,0.05,0.95
5447,0.05,0.95
5448,0.05,0.95
5449,0.05,0.95
5450,0.05,0.95
5451,0.05,0.95
5452,0.05,0.95
5453,0.05,0.95
5454,0.05,0.95
5455,0.05,0.95
5456,0.05,0.95
5457,0.05,0.95
5458,0.05,0.95
5459,0.05,0.95
5460,0.05,0.95
5461,0.05,0.95
5462,0.05,0.95
5463,0.05,0.95
5464,0.05,0.95
5465,0.05,0.95
5466,0.05,0.95
5467,0.05,0.95
5468,0.05,0.95
5469,0.05,0.95
5470,0.05,0.95
5471,0.05,0.95
5472,0.05,0.95
5473,0.05,0.95
5474,0.05,0.95
5475,0.05,0.95
5476,0.05,0.95
5477,0.05,0.95
5478,0.05,0.95
5479,0.05,0.95
5480,0.05,0.95
5481,0.05,0.95
5482,0.05,0.95
5483,0.05,0.95
5484,0.05,0.95
5485,0.05,0.95
5486,0.05,0.95
5487,0.05,0.95
5488,0.05,0.95
5489,0.05,0.95
5490,0.05,0.95
5491,0.05,0.95
5492,0.05,0.95
5493,0.05,0.95
5494,0.05,0.95
5495,0.05,0.95
5496,0.05,0.95
5497,0.05,0.95
5498,0.05,0.95
5499,0.05,0.95
5500,0.05,0.95
5501,0.05,0.95
5502,0.05,0.95
5503,0.05,0.95
5504,0.05,0.95
5505,0.05,0.95
5506,0.05,0.95
5507,0.05,0.95
5508,0.05,0.95
5509,0.05,0.95
5510,0.05,0.95
5511,0.05,0.95
5512,0.05,0.95
5513,0.05,0.95
5514,0.05,0.95
5515,0.05,0.95
5516,0.05,0.95
5517,0.05,0.95
5518,0.05,0.95
5519,0.05,0.95
5520,0.05,0.95
5521,0.05,0.95
5522,0.05,0.95
5523,0.05,0.95
5524,0.05,0.95
5525,0.05,0.95
5526,0.05,0.95
5527,0.05,0.95
5528,0.05,0.95
5529,0.05,0.95
5530,0.05,0.95
5531,0.05,0.95
5532,0.05,0.95
5533,0.05,0.95
5534,0.05,0.95
5535,0.05,0.95
5536,0.05,0.95
5537,0.05,0.95
5538,0.05,0.95
5539,0.05,0.95
5540,0.05,0.95
5541,0.05,0.95
5542,0.05,0.95
5543,0.05,0.95
5544,0.05,0.95
5545,0.05,0.95
5546,0.05,0.95
5547,0.05,0.95
5548,0.05,0.95
5549,0.05,0.95
5550,0.05,0.95
5551,0.05,0.95
5552,0.05,0.95
5553,0.05,0.95
5554,0.05,0.95
5555,0.05,0.95
5556,0.05,0.95
5557,0.05,0.95
5558,0.05,0.95
5559,0.05,0.95
5560,0.05,0.95
5561,0.05,0.95
5562,0.05,0.95
5563,0.05,0.95
5564,0.05,0.95
5565,0.05,0.95
5566,0.05,0.95
5567,0.05,0.95
5568,0.05,0.95
5569,0.05,0.95
5570,0.05,0.95
5571,0.05,0.95
5572,0.05,0.95
5573,0.05,0.95
5574,0.05,0.95
5575,0.05,0.95
5576,0.05,0.95
5577,0.05,0.95
5578,0.05,0.95
5579,0.05,0.95
5580,0.05,0.95
5581,0.05,0.95
5582,0.05,0.95
5583,0.05,0.95
5584,0.05,0.95
5585,0.05,0.95
5586,0.05,0.95
5587,0.05,0.95
5588,0.05,0.95
5589,0.05,0.95
5590,0.05,0.95
5591,0.05,0.95
5592,0.05,0.95
5593,0.05,0.95
5594,0.05,0.95
5595,0.05,0.95
5596,0.05,0.95
5597,0.05,0.95
5598,0.05,0.95
5599,0.05,0.95
5600,0.05,0.95
5601,0.05,0.95
5602,0.05,0.95
5603,0.05,0.95
5604,0.05,0.95
5605,0.05,0.95
5606,0.05,0.95
5607,0.05,0.95
5608,0.05,0.95
5609,0.05,0.95
5610,0.05,0.95
5611,0.05,0.95
5612,0.05,0.95
5613,0.05,0.95
5614,0.05,0.95
5615,0.05,0.95
5616,0.05,0.95
5617,0.05,0.95
5618,0.05,0.95
5619,0.05,0.95
5620,0.05,0.95
5621,0.05,0.95
5622,0.05,0.95
5623,0.05,0.95
5624,0.05,0.95
5625,0.05,0.95
5626,0.05,0.95
5627,0.05,0.95
5628,0.05,0.95
5629,0.05,0.95
5630,0.05,0.95
5631,0.05,0.95
5632,0.05,0.95
5633,0.05,0.95
5634,0.05,0.95
5635,0.05,0.95
5636,0.05,0.95
5637,0.05,0.95
5638,0.05,0.95
5639,0.05,0.95
5640,0.05,0.95
5641,0.05,0.95
5642,0.05,0.95
5643,0.05,0.95
5644,0.05,0.95
5645,0.05,0.95
5646,0.05,0.95
5647,0.05,0.95
5648,0.05,0.95
5649,0.05,0.95
5650,0.05,0.95
5651,0.05,0.95
5652,0.05,0.95
5653,0.05,0.95
5654,0.05,0.95
5655,0.05,0.95
5656,0.05,0.95
5657,0.05,0.95
5658,0.05,0.95
5659,0.05,0.95
5660,0.05,0.95
5661,0.05,0.95
5662,0.05,0.95
5663,0.05,0.95
5664,0.05,0.95
5665,0.05,0.95
5666,0.05,0.95
5667,0.05,0.95
5668,0.05,0.95
5669,0.05,0.95
5670,0.05,0.95
5671,0.05,0.95
5672,0.05,0.95
5673,0.05,0.95
5674,0.05,0.95
5675,0.05,0.95
5676,0.05,0.95
5677,0.05,0.95
5678,0.05,0.95
5679,0.05,0.95
5680,0.05,0.95
5681,0.05,0.95
5682,0.05,0.95
5683,0.05,0.95
5684,0.05,0.95
5685,0.05,0.95
5686,0.05,0.95
5687,0.05,0.95
5688,0.05,0.95
5689,0.05,0.95
5690,0.05,0.95
5691,0.05,0.95
5692,0.05,0.95
5693,0.05,0.95
5694,0.05,0.95
5695,0.05,0.95
5696,0.05,0.95
5697,0.05,0.95
5698,0.05,0.95
5699,0.05,0.95
5700,0.05,0.95
5701,0.05,0.95
5702,0.05,0.95
5703,0.06,0.94
5704,0.06,0.94
5705,0.06,0.94
5706,0.06,0.94
5707,0.06,0.94
5708,0.06,0.94
5709,0.06,0.94
5710,0.05,0.95
5711,0.05,0.95
5712,0.05,0.95
5713,0.05,0.95
5714,0.05,0.95
5715,0.05,0.95
5716,0.05,0.95
5717,0.05,0.95
5718,0.05,0.95
5719,0.05,0.95
5720,0.05,0.95
5721,0.05,0.95
5722,0.05,0.95
5723,0.05,0.95
5724,0.06,0.94
5725,0.06,0.94
5726,0.06,0.94
5727,0.06,0.94
5728,0.05,0.95
5729,0.05,0.95
5730,0.05,0.95
5731,0.05,0.95
5732,0.05,0.95
5733,0.05,0.95
5734,0.05,0.95
5735,0.05,0.95
5736,0.05,0.95
5737,0.05,0.95
5738,0.05,0.95
5739,0.05,0.95
5740,0.05,0.95
5741,0.05,0.95
5742,0.05,0.95
5743,0.05,0.95
5744,0.05,0.95
5745,0.05,0.95
5746,0.05,0.95
5747,0.05,0.95
5748,0.05,0.95
5749,0.05,0.95
5750,0.05,0.95
5751,0.05,0.95
5752,0.05,0.95
5753,0.05,0.95
5754,0.05,0.95
5755,0.05,0.95
5756,0.05,0.95
5757,0.05,0.95
5758,0.05,0.95
5759,0.05,0.95
5760,0.05,0.95
5761,0.05,0.95
5762,0.05,0.95
5763,0.05,0.95
5764,0.05,0.95
5765,0.05,0.95
5766,0.05,0.95
5767,0.05,0.95
5768,0.05,0.95
5769,0.05,0.95
5770,0.05,0.95
5771,0.05,0.95
5772,0.05,0.95
5773,0.05,0.95
5774,0.05,0.95
5775,0.05,0.95
5776,0.05,0.95
5777,0.05,0.95
5778,0.05,0.95
5779,0.05,0.95
5780,0.05,0.95
5781,0.05,0.95
5782,0.05,0.95
5783,0.05,0.95
5784,0.05,0.95
5785,0.05,0.95
5786,0.05,0.95
5787,0.05,0.95
5788,0.05,0.95
5789,0.05,0.95
5790,0.05,0.95
5791,0.06,0.94
5792,0.06,0.94
5793,0.06,0.94
5794,0.06,0.94
5795,0.06,0.94
5796,0.06,0.94
5797,0.06,0.94
5798,0.06,0.94
5799,0.06,0.94
5800,0.06,0.94
5801,0.05,0.95
5802,0.05,0.95
5803,0.05,0.95
5804,0.05,0.95
5805,0.05,0.95
5806,0.05,0.95
5807,0.05,0.95
5808,0.05,0.95
5809,0.06,0.94
5810,0.06,0.94
5811,0.06,0.94
5812,0.06,0.94
5813,0.06,0.94
5814,0.06,0.94
5815,0.06,0.94
5816,0.06,0.94
5817,0.06,0.94
5818,0.06,0.94
5819,0.05,0.95
5820,0.05,0.95
5821,0.05,0.95
5822,0.05,0.95
5823,0.05,0.95
5824,0.05,0.95
5825,0.05,0.95
5826,0.05,0.95
5827,0.05,0.95
5828,0.05,0.95
5829,0.05,0.95
5830,0.05,0.95
5831,0.05,0.95
5832,0.05,0.95
5833,0.05,0.95
5834,0.05,0.95
5835,0.05,0.95
5836,0.05,0.95
5837,0.05,0.95
5838,0.05,0.95
5839,0.05,0.95
5840,0.05,0.95
5841,0.05,0.95
5842,0.05,0.95
5843,0.05,0.95
5844,0.05,0.95
5845,0.05,0.95
5846,0.05,0.95
5847,0.05,0.95
5848,0.05,0.95
5849,0.05,0.95
5850,0.05,0.95
5851,0.05,0.95
5852,0.05,0.95
5853,0.05,0.95
5854,0.05,0.95
5855,0.05,0.95
5856,0.05,0.95
5857,0.05,0.95
5858,0.05,0.95
5859,0.05,0.95
5860,0.05,0.95
5861,0.05,0.95
5862,0.05,0.95
5863,0.05,0.95
5864,0.05,0.95
5865,0.05,0.95
5866,0.05,0.95
5867,0.05,0.95
5868,0.05,0.95
5869,0.05,0.95
5870,0.05,0.95
5871,0.05,0.95
5872,0.05,0.95
5873,0.05,0.95
5874,0.05,0.95
5875,0.05,0.95
5876,0.05,0.95
5877,0.05,0.95
5878,0.05,0.95
5879,0.05,0.95
5880,0.06,0.94
5881,0.06,0.94
5882,0.06,0.94
5883,0.06,0.94
5884,0.06,0.94
5885,0.06,0.94
5886,0.06,0.94
5887,0.06,0.94
5888,0.06,0.94
5889,0.06,0.94
5890,0.06,0.94
5891,0.06,0.94
5892,0.06,0.94
5893,0.06,0.94
5894,0.06,0.94
5895,0.06,0.94
5896,0.06,0.94
5897,0.06,0.94
5898,0.06,0.94
5899,0.06,0.94
5900,0.06,0.94
5901,0.06,0.94
5902,0.06,0.94
5903,0.06,0.94
5904,0.06,0.94
5905,0.06,0.94
5906,0.06,0.94
5907,0.06,0.94
5908,0.06,0.94
5909,0.06,0.94
5910,0.06,0.94
5911,0.06,0.94
5912,0.06,0.94
5913,0.06,0.94
5914,0.06,0.94
5915,0.06,0.94
5916,0.06,0.94
5917,0.06,0.94
5918,0.06,0.94
5919,0.06,0.94
5920,0.06,0.94
5921,0.06,0.94
5922,0.06,0.94
5923,0.06,0.94
5924,0.06,0.94
5925,0.06,0.94
5926,0.06,0.94
5927,0.06,0.94
5928,0.06,0.94
5929,0.06,0.94
5930,0.06,0.94
5931,0.06,0.94
5932,0.06,0.94
5933,0.06,0.94
5934,0.06,0.94
5935,0.06,0.94
5936,0.06,0.94
5937,0.06,0.94
5938,0.06,0.94
5939,0.06,0.94
5940,0.06,0.94
5941,0.06,0.94
5942,0.06,0.94
5943,0.06,0.94
5944,0.06,0.94
5945,0.06,0.94
5946,0.06,0.94
5947,0.06,0.94
5948,0.06,0.94
5949,0.06,0.94
5950,0.06,0.94
5951,0.06,0.94
5952,0.06,0.94
5953,0.06,0.94
5954,0.06,0.94
5955,0.06,0.94
5956,0.06,0.94
5957,0.06,0.94
5958,0.06,0.94
5959,0.06,0.94
5960,0.06,0.94
5961,0.06,0.94
5962,0.06,0.94
5963,0.06,0.94
5964,0.06,0.94
5965,0.06,0.94
5966,0.06,0.94
5967,0.06,0.94
5968,0.06,0.94
5969,0.06,0.94
5970,0.06,0.94
5971,0.06,0.94
5972,0.06,0.94
5973,0.06,0.94
5974,0.06,0.94
5975,0.06,0.94
5976,0.06,0.94
5977,0.06,0.94
5978,0.06,0.94
5979,0.06,0.94
5980,0.06,0.94
5981,0.06,0.94
5982,0.06,0.94
5983,0.06,0.94
5984,0.06,0.94
5985,0.06,0.94
5986,0.06,0.94
5987,0.06,0.94
5988,0.06,0.94
5989,0.06,0.94
5990,0.06,0.94
5991,0.06,0.94
5992,0.06,0.94
5993,0.06,0.94
5994,0.06,0.94
5995,0.06,0.94
5996,0.06,0.94
5997,0.06,0.94
5998,0.06,0.94
5999,0.06,0.94
6000,0.06,0.94
6001,0.06,0.94
6002,0.06,0.94
6003,0.06,0.94
6004,0.06,0.94
6005,0.06,0.94
6006,0.06,0.94
6007,0.06,0.94
6008,0.06,0.94
6009,0.06,0.94
6010,0.06,0.94
6011,0.06,0.94
6012,0.06,0.94
6013,0.06,0.94
6014,0.06,0.94
6015,0.06,0.94
6016,0.06,0.94
6017,0.06,0.94
6018,0.06,0.94
6019,0.06,0.94
6020,0.06,0.94
6021,0.06,0.94
6022,0.06,0.94
6023,0.06,0.94
6024,0.06,0.94
6025,0.06,0.94
6026,0.06,0.94
6027,0.06,0.94
6028,0.06,0.94
6029,0.06,0.94
6030,0.06,0.94
6031,0.06,0.94
6032,0.06,0.94
6033,0.06,0.94
6034,0.06,0.94
6035,0.06,0.94
6036,0.06,0.94
6037,0.06,0.94
6038,0.06,0.94
6039,0.06,0.94
6040,0.06,0.94
6041,0.06,0.94
6042,0.06,0.94
6043,0.06,0.94
6044,0.06,0.94
6045,0.06,0.94
6046,0.06,0.94
6047,0.06,0.94
6048,0.06,0.94
6049,0.06,0.94
6050,0.06,0.94
6051,0.06,0.94
6052,0.06,0.94
6053,0.06,0.94
6054,0.06,0.94
6055,0.06,0.94
6056,0.06,0.94
6057,0.06,0.94
6058,0.06,0.94
6059,0.06,0.94
6060,0.06,0.94
6061,0.06,0.94
6062,0.06,0.94
6063,0.06,0.94
6064,0.06,0.94
6065,0.06,0.94
6066,0.06,0.94
6067,0.06,0.94
6068,0.06,0.94
6069,0.06,0.94
6070,0.06,0.94
6071,0.06,0.94
6072,0.06,0.94
6073,0.06,0.94
6074,0.06,0.94
6075,0.06,0.94
6076,0.06,0.94
6077,0.06,0.94
6078,0.06,0.94
6079,0.06,0.94
6080,0.06,0.94
6081,0.06,0.94
6082,0.06,0.94
6083,0.06,0.94
6084,0.06,0.94
6085,0.06,0.94
6086,0.06,0.94
6087,0.06,0.94
6088,0.06,0.94
6089,0.06,0.94
6090,0.06,0.94
6091,0.06,0.94
6092,0.06,0.94
6093,0.06,0.94
6094,0.06,0.94
6095,0.06,0.94
6096,0.06,0.94
6097,0.06,0.94
6098,0.06,0.94
6099,0.06,0.94
6100,0.06,0.94
6101,0.06,0.94
6102,0.06,0.94
6103,0.06,0.94
6104,0.06,0.94
6105,0.06,0.94
6106,0.06,0.94
6107,0.06,0.94
6108,0.06,0.94
6109,0.06,0.94
6110,0.06,0.94
6111,0.06,0.94
6112,0.06,0.94
6113,0.06,0.94
6114,0.06,0.94
6115,0.06,0.94
6116,0.06,0.94
6117,0.06,0.94
6118,0.06,0.94
6119,0.06,0.94
6120,0.06,0.94
6121,0.06,0.94
6122,0.06,0.94
6123,0.06,0.94
6124,0.06,0.94
6125,0.06,0.94
6126,0.06,0.94
6127,0.06,0.94
6128,0.06,0.94
6129,0.06,0.94
6130,0.06,0.94
6131,0.06,0.94
6132,0.06,0.94
6133,0.06,0.94
6134,0.06,0.94
6135,0.06,0.94
6136,0.06,0.94
6137,0.06,0.94
6138,0.06,0.94
6139,0.06,0.94
6140,0.06,0.94
6141,0.06,0.94
6142,0.06,0.94
6143,0.06,0.94
6144,0.06,0.94
6145,0.06,0.94
6146,0.06,0.94
6147,0.06,0.94
6148,0.06,0.94
6149,0.06,0.94
6150,0.06,0.94
6151,0.06,0.94
6152,0.06,0.94
6153,0.06,0.94
6154,0.06,0.94
6155,0.06,0.94
6156,0.06,0.94
6157,0.06,0.94
6158,0.06,0.94
6159,0.06,0.94
6160,0.06,0.94
6161,0.06,0.94
6162,0.06,0.94
6163,0.06,0.94
6164,0.06,0.94
6165,0.06,0.94
6166,0.06,0.94
6167,0.06,0.94
6168,0.06,0.94
6169,0.06,0.94
6170,0.06,0.94
6171,0.06,0.94
6172,0.06,0.94
6173,0.06,0.94
6174,0.06,0.94
6175,0.06,0.94
6176,0.06,0.94
6177,0.06,0.94
6178,0.06,0.94
6179,0.06,0.94
6180,0.06,0.94
6181,0.06,0.94
6182,0.06,0.94
6183,0.06,0.94
6184,0.06,0.94
6185,0.06,0.94
6186,0.06,0.94
6187,0.06,0.94
6188,0.06,0.94
6189,0.06,0.94
6190,0.06,0.94
6191,0.06,0.94
6192,0.06,0.94
6193,0.06,0.94
6194,0.06,0.94
6195,0.06,0.94
6196,0.06,0.94
6197,0.06,0.94
6198,0.06,0.94
6199,0.06,0.94
6200,0.06,0.94
6201,0.06,0.94
6202,0.06,0.94
6203,0.06,0.94
6204,0.06,0.94
6205,0.06,0.94
6206,0.06,0.94
6207,0.06,0.94
6208,0.06,0.94
6209,0.06,0.94
6210,0.06,0.94
6211,0.06,0.94
6212,0.06,0.94
6213,0.06,0.94
6214,0.06,0.94
6215,0.06,0.94
6216,0.06,0.94
6217,0.06,0.94
6218,0.06,0.94
6219,0.06,0.94
6220,0.06,0.94
6221,0.06,0.94
6222,0.06,0.94
6223,0.06,0.94
6224,0.06,0.94
6225,0.06,0.94
6226,0.06,0.94
6227,0.06,0.94
6228,0.06,0.94
6229,0.06,0.94
6230,0.06,0.94
6231,0.06,0.94
6232,0.06,0.94
6233,0.06,0.94
6234,0.06,0.94
6235,0.06,0.94
6236,0.06,0.94
6237,0.06,0.94
6238,0.06,0.94
6239,0.06,0.94
6240,0.06,0.94
6241,0.06,0.94
6242,0.06,0.94
6243,0.06,0.94
6244,0.06,0.94
6245,0.06,0.94
6246,0.06,0.94
6247,0.06,0.94
6248,0.06,0.94
6249,0.06,0.94
6250,0.06,0.94
6251,0.06,0.94
6252,0.06,0.94
6253,0.06,0.94
6254,0.06,0.94
6255,0.06,0.94
6256,0.06,0.94
6257,0.06,0.94
6258,0.06,0.94
6259,0.06,0.94
6260,0.06,0.94
6261,0.06,0.94
6262,0.06,0.94
6263,0.06,0.94
6264,0.06,0.94
6265,0.06,0.94
6266,0.06,0.94
6267,0.06,0.94
6268,0.06,0.94
6269,0.06,0.94
6270,0.06,0.94
6271,0.06,0.94
6272,0.06,0.94
6273,0.06,0.94
6274,0.06,0.94
6275,0.06,0.94
6276,0.06,0.94
6277,0.06,0.94
6278,0.06,0.94
6279,0.06,0.94
6280,0.06,0.94
6281,0.06,0.94
6282,0.06,0.94
6283,0.06,0.94
6284,0.06,0.94
6285,0.06,0.94
6286,0.06,0.94
6287,0.06,0.94
6288,0.06,0.94
6289,0.06,0.94
6290,0.06,0.94
6291,0.06,0.94
6292,0.06,0.94
6293,0.06,0.94
6294,0.06,0.94
6295,0.06,0.94
6296,0.06,0.94
6297,0.06,0.94
6298,0.06,0.94
6299,0.06,0.94
6300,0.06,0.94
6301,0.06,0.94
6302,0.06,0.94
6303,0.06,0.94
6304,0.06,0.94
6305,0.06,0.94
6306,0.06,0.94
6307,0.06,0.94
6308,0.06,0.94
6309,0.06,0.94
6310,0.06,0.94
6311,0.06,0.94
6312,0.06,0.94
6313,0.06,0.94
6314,0.06,0.94
6315,0.06,0.94
6316,0.06,0.94
6317,0.06,0.94
6318,0.06,0.94
6319,0.06,0.94
6320,0.06,0.94
6321,0.06,0.94
6322,0.06,0.94
6323,0.06,0.94
6324,0.06,0.94
6325,0.06,0.94
6326,0.06,0.94
6327,0.06,0.94
6328,0.06,0.94
6329,0.06,0.94
6330,0.06,0.94
6331,0.06,0.94
6332,0.06,0.94
6333,0.06,0.94
6334,0.06,0.94
6335,0.06,0.94
6336,0.06,0.94
6337,0.06,0.94
6338,0.06,0.94
6339,0.06,0.94
6340,0.06,0.94
6341,0.06,0.94
6342,0.06,0.94
6343,0.06,0.94
6344,0.06,0.94
6345,0.06,0.94
6346,0.06,0.94
6347,0.06,0.94
6348,0.06,0.94
6349,0.06,0.94
6350,0.06,0.94
6351,0.06,0.94
6352,0.06,0.94
6353,0.06,0.94
6354,0.06,0.94
6355,0.06,0.94
6356,0.06,0.94
6357,0.06,0.94
6358,0.06,0.94
6359,0.06,0.94
6360,0.06,0.94
6361,0.06,0.94
6362,0.06,0.94
6363,0.06,0.94
6364,0.06,0.94
6365,0.06,0.94
6366,0.06,0.94
6367,0.06,0.94
6368,0.06,0.94
6369,0.06,0.94
6370,0.06,0.94
6371,0.06,0.94
6372,0.06,0.94
6373,0.06,0.94
6374,0.06,0.94
6375,0.06,0.94
6376,0.06,0.94
6377,0.06,0.94
6378,0.06,0.94
6379,0.06,0.94
6380,0.06,0.94
6381,0.06,0.94
6382,0.06,0.94
6383,0.06,0.94
6384,0.06,0.94
6385,0.06,0.94
6386,0.06,0.94
6387,0.06,0.94
6388,0.06,0.94
6389,0.06,0.94
6390,0.06,0.94
6391,0.06,0.94
6392,0.06,0.94
6393,0.06,0.94
6394,0.06,0.94
6395,0.06,0.94
6396,0.06,0.94
6397,0.06,0.94
6398,0.06,0.94
6399,0.06,0.94
6400,0.06,0.94
6401,0.06,0.94
6402,0.06,0.94
6403,0.06,0.94
6404,0.06,0.94
6405,0.06,0.94
6406,0.06,0.94
6407,0.06,0.94
6408,0.06,0.94
6409,0.06,0.94
6410,0.06,0.94
6411,0.06,0.94
6412,0.06,0.94
6413,0.06,0.94
6414,0.06,0.94
6415,0.06,0.94
6416,0.06,0.94
6417,0.06,0.94
6418,0.06,0.94
6419,0.06,0.94
6420,0.06,0.94
6421,0.06,0.94
6422,0.06,0.94
6423,0.06,0.94
6424,0.06,0.94
6425,0.06,0.94
6426,0.06,0.94
6427,0.06,0.94
6428,0.06,0.94
6429,0.06,0.94
6430,0.06,0.94
6431,0.06,0.94
6432,0.06,0.94
